TIMESTAMP        work2-RQ         work2-RD         work2-WR         
642.000000        0.000000          0.000000          0.000000         
652.000000        0.000000          0.000000          0.000000         
662.000000        0.000000          0.000000          0.000000         
673.000000        0.000000          0.000000          0.000000         
683.000000        0.000000          0.000000          0.000000         
693.000000        0.000000          0.000000          0.000000         
703.000000        0.000000          0.000000          0.000000         
714.000000        0.000000          0.000000          0.000000         
724.000000        0.000000          0.000000          0.000000         
734.000000        0.000000          0.000000          0.000000         
745.000000        0.000000          0.000000          0.000000         
755.000000        0.000000          0.000000          0.000000         
765.000000        0.000000          0.000000          0.000000         
775.000000        0.000000          0.000000          0.000000         
786.000000        0.000000          0.000000          0.000000         
796.000000        0.000000          0.000000          0.000000         
806.000000        0.000000          0.000000          0.000000         
817.000000        0.000000          0.000000          0.000000         
827.000000        0.000000          0.000000          0.000000         
837.000000        0.000000          0.000000          0.000000         
847.000000        0.000000          0.000000          0.000000         
858.000000        0.000000          0.000000          0.000000         
868.000000        0.000000          0.000000          0.000000         
878.000000        0.000000          0.000000          0.000000         
888.000000        0.000000          0.000000          0.000000         
899.000000        0.000000          0.000000          0.000000         
909.000000        0.000000          0.000000          0.000000         
919.000000        0.000000          0.000000          0.000000         
930.000000        0.000000          0.000000          0.000000         
940.000000        0.000000          0.000000          0.000000         
950.000000        0.000000          0.000000          0.000000         
960.000000        0.000000          0.000000          0.000000         
971.000000        0.000000          0.000000          0.000000         
981.000000        0.000000          0.000000          0.000000         
991.000000        0.000000          0.000000          0.000000         
1007.000000       0.000000          0.000000          0.000000         
1017.000000       0.000000          0.000000          0.000000         
1028.000000       0.000000          0.000000          0.000000         
1038.000000       0.000000          0.000000          0.000000         
1048.000000       0.000000          0.000000          0.000000         
1058.000000       0.000000          0.000000          0.000000         
1069.000000       0.000000          0.000000          0.000000         
1079.000000       0.000000          0.000000          0.000000         
1089.000000       0.000000          0.000000          0.000000         
1099.000000       0.000000          0.000000          0.000000         
1110.000000       0.000000          0.000000          0.000000         
1120.000000       0.000000          0.000000          0.000000         
1130.000000       0.000000          0.000000          0.000000         
1141.000000       0.000000          0.000000          0.000000         
1155.000000       0.000000          0.000000          0.000000         
1166.000000       0.000000          0.000000          0.000000         
1176.000000       0.000000          0.000000          0.000000         
1186.000000       0.000000          0.000000          0.000000         
1201.000000       0.000000          0.000000          0.000000         
1215.000000       0.000000          0.000000          0.000000         
1225.000000       0.000000          0.000000          0.000000         
1235.000000       0.000000          0.000000          0.000000         
1246.000000       0.000000          0.000000          0.000000         
1256.000000       0.000000          0.000000          0.000000         
1266.000000       0.000000          0.000000          0.000000         
1277.000000       0.000000          0.000000          0.000000         
1287.000000       0.000000          0.000000          0.000000         
1297.000000       0.000000          0.000000          0.000000         
1308.000000       0.000000          0.000000          0.000000         
1319.000000       0.000000          0.000000          0.000000         
1330.000000       0.000000          0.000000          0.000000         
1340.000000       0.000000          0.000000          0.000000         
1350.000000       0.000000          0.000000          0.000000         
1360.000000       0.000000          0.000000          0.000000         
1371.000000       0.000000          0.000000          0.000000         
1381.000000       0.000000          0.000000          0.000000         
1391.000000       0.000000          0.000000          0.000000         
1402.000000       0.000000          0.000000          0.000000         
1412.000000       0.000000          0.000000          0.000000         
1422.000000       0.000000          0.000000          0.000000         
1432.000000       0.000000          0.000000          0.000000         
1443.000000       0.000000          0.000000          0.000000         
1453.000000       0.000000          0.000000          0.000000         
1463.000000       0.000000          0.000000          0.000000         
1474.000000       0.000000          0.000000          0.000000         
1484.000000       0.000000          0.000000          0.000000         
1494.000000       0.000000          0.000000          0.000000         
1505.000000       0.000000          0.000000          0.000000         
1515.000000       0.000000          0.000000          0.000000         
1525.000000       0.000000          0.000000          0.000000         
1535.000000       0.000000          0.000000          0.000000         
1546.000000       0.000000          0.000000          0.000000         
1556.000000       0.000000          0.000000          0.000000         
1566.000000       0.000000          0.000000          0.000000         
1577.000000       0.000000          0.000000          0.000000         
1587.000000       0.000000          0.000000          0.000000         
1597.000000       0.000000          0.000000          0.000000         
1608.000000       0.000000          0.000000          0.000000         
1618.000000       0.000000          0.000000          0.000000         
1628.000000       0.000000          0.000000          0.000000         
1638.000000       0.000000          0.000000          0.000000         
1649.000000       0.000000          0.000000          0.000000         
1659.000000       0.000000          0.000000          0.000000         
1669.000000       0.000000          0.000000          0.000000         
1679.000000       0.000000          0.000000          0.000000         
1690.000000       0.000000          0.000000          0.000000         
1700.000000       0.000000          0.000000          0.000000         
1710.000000       0.000000          0.000000          0.000000         
1721.000000       0.000000          0.000000          0.000000         
1731.000000       0.000000          0.000000          0.000000         
1741.000000       0.000000          0.000000          0.000000         
1752.000000       0.000000          0.000000          0.000000         
1762.000000       0.000000          0.000000          0.000000         
1772.000000       0.000000          0.000000          0.000000         
1782.000000       0.000000          0.000000          0.000000         
1793.000000       0.000000          0.000000          0.000000         
1803.000000       0.000000          0.000000          0.000000         
1813.000000       0.000000          0.000000          0.000000         
1823.000000       0.000000          0.000000          0.000000         
1834.000000       0.000000          0.000000          0.000000         
1844.000000       0.000000          0.000000          0.000000         
1855.000000       0.000000          0.000000          0.000000         
1865.000000       0.000000          0.000000          0.000000         
1875.000000       0.000000          0.000000          0.000000         
1886.000000       0.000000          0.000000          0.000000         
1896.000000       0.000000          0.000000          0.000000         
1906.000000       0.000000          0.000000          0.000000         
1916.000000       0.000000          0.000000          0.000000         
1927.000000       0.000000          0.000000          0.000000         
1937.000000       0.000000          0.000000          0.000000         
1947.000000       0.000000          0.000000          0.000000         
1958.000000       0.000000          0.000000          0.000000         
1968.000000       0.000000          0.000000          0.000000         
1978.000000       0.000000          0.000000          0.000000         
1988.000000       0.000000          0.000000          0.000000         
1999.000000       0.000000          0.000000          0.000000         
2009.000000       0.000000          0.000000          0.000000         
2019.000000       0.000000          0.000000          0.000000         
2029.000000       0.000000          0.000000          0.000000         
2040.000000       0.000000          0.000000          0.000000         
2050.000000       0.000000          0.000000          0.000000         
2060.000000       0.000000          0.000000          0.000000         
2071.000000       0.000000          0.000000          0.000000         
2081.000000       0.000000          0.000000          0.000000         
2091.000000       0.000000          0.000000          0.000000         
2102.000000       0.000000          0.000000          0.000000         
2112.000000       0.000000          0.000000          0.000000         
2122.000000       0.000000          0.000000          0.000000         
2132.000000       0.000000          0.000000          0.000000         
2143.000000       0.000000          0.000000          0.000000         
2153.000000       0.000000          0.000000          0.000000         
2163.000000       0.000000          0.000000          0.000000         
2174.000000       0.000000          0.000000          0.000000         
2184.000000       0.000000          0.000000          0.000000         
2194.000000       0.000000          0.000000          0.000000         
2205.000000       0.000000          0.000000          0.000000         
2215.000000       0.000000          0.000000          0.000000         
2225.000000       0.000000          0.000000          0.000000         
2235.000000       0.000000          0.000000          0.000000         
2246.000000       0.000000          0.000000          0.000000         
2256.000000       0.000000          0.000000          0.000000         
2266.000000       0.000000          0.000000          0.000000         
2277.000000       0.000000          0.000000          0.000000         
2287.000000       0.000000          0.000000          0.000000         
2297.000000       0.000000          0.000000          0.000000         
2307.000000       0.000000          0.000000          0.000000         
2318.000000       0.000000          0.000000          0.000000         
2328.000000       0.000000          0.000000          0.000000         
2338.000000       0.000000          0.000000          0.000000         
2349.000000       0.000000          0.000000          0.000000         
2359.000000       0.000000          0.000000          0.000000         
2369.000000       0.000000          0.000000          0.000000         
2379.000000       0.000000          0.000000          0.000000         
2390.000000       0.000000          0.000000          0.000000         
2400.000000       0.000000          0.000000          0.000000         
2410.000000       0.000000          0.000000          0.000000         
2420.000000       0.000000          0.000000          0.000000         
2431.000000       0.000000          0.000000          0.000000         
2441.000000       0.000000          0.000000          0.000000         
2451.000000       0.000000          0.000000          0.000000         
2462.000000       0.000000          0.000000          0.000000         
2472.000000       0.000000          0.000000          0.000000         
2482.000000       0.000000          0.000000          0.000000         
2492.000000       0.000000          0.000000          0.000000         
2503.000000       0.000000          0.000000          0.000000         
2513.000000       0.000000          0.000000          0.000000         
2523.000000       0.000000          0.000000          0.000000         
2534.000000       0.000000          0.000000          0.000000         
2544.000000       0.000000          0.000000          0.000000         
2554.000000       0.000000          0.000000          0.000000         
2565.000000       0.000000          0.000000          0.000000         
2575.000000       0.000000          0.000000          0.000000         
2585.000000       0.000000          0.000000          0.000000         
2595.000000       0.000000          0.000000          0.000000         
2606.000000       0.000000          0.000000          0.000000         
2616.000000       0.000000          0.000000          0.000000         
2626.000000       0.000000          0.000000          0.000000         
2637.000000       0.000000          0.000000          0.000000         
2647.000000       0.000000          0.000000          0.000000         
2657.000000       0.000000          0.000000          0.000000         
2667.000000       0.000000          0.000000          0.000000         
2678.000000       0.000000          0.000000          0.000000         
2688.000000       0.000000          0.000000          0.000000         
2698.000000       0.000000          0.000000          0.000000         
2709.000000       0.000000          0.000000          0.000000         
2719.000000       0.000000          0.000000          0.000000         
2729.000000       0.000000          0.000000          0.000000         
2739.000000       0.000000          0.000000          0.000000         
2750.000000       0.000000          0.000000          0.000000         
2760.000000       0.000000          0.000000          0.000000         
2770.000000       0.000000          0.000000          0.000000         
2781.000000       0.000000          0.000000          0.000000         
2791.000000       0.000000          0.000000          0.000000         
2802.000000       0.000000          0.000000          0.000000         
2813.000000       0.000000          0.000000          0.000000         
2823.000000       0.000000          0.000000          0.000000         
2833.000000       0.000000          0.000000          0.000000         
2844.000000       0.000000          0.000000          0.000000         
2854.000000       0.000000          0.000000          0.000000         
2864.000000       0.000000          0.000000          0.000000         
2875.000000       0.000000          0.000000          0.000000         
2885.000000       0.000000          0.000000          0.000000         
2895.000000       0.000000          0.000000          0.000000         
2905.000000       0.000000          0.000000          0.000000         
2916.000000       0.000000          0.000000          0.000000         
2926.000000       0.000000          0.000000          0.000000         
2936.000000       0.000000          0.000000          0.000000         
2947.000000       0.000000          0.000000          0.000000         
2957.000000       0.000000          0.000000          0.000000         
2967.000000       0.000000          0.000000          0.000000         
2977.000000       0.000000          0.000000          0.000000         
2988.000000       0.000000          0.000000          0.000000         
2998.000000       0.000000          0.000000          0.000000         
3008.000000       0.000000          0.000000          0.000000         
3019.000000       0.000000          0.000000          0.000000         
3029.000000       0.000000          0.000000          0.000000         
3039.000000       0.000000          0.000000          0.000000         
3049.000000       0.000000          0.000000          0.000000         
3060.000000       0.000000          0.000000          0.000000         
3070.000000       0.000000          0.000000          0.000000         
3080.000000       0.000000          0.000000          0.000000         
3091.000000       0.000000          0.000000          0.000000         
3101.000000       0.000000          0.000000          0.000000         
3111.000000       0.000000          0.000000          0.000000         
3121.000000       0.000000          0.000000          0.000000         
3132.000000       0.000000          0.000000          0.000000         
3142.000000       0.000000          0.000000          0.000000         
3152.000000       0.000000          0.000000          0.000000         
3163.000000       0.000000          0.000000          0.000000         
3173.000000       0.000000          0.000000          0.000000         
3183.000000       0.000000          0.000000          0.000000         
3193.000000       0.000000          0.000000          0.000000         
3204.000000       0.000000          0.000000          0.000000         
3214.000000       0.000000          0.000000          0.000000         
3224.000000       0.000000          0.000000          0.000000         
3234.000000       0.000000          0.000000          0.000000         
3245.000000       0.000000          0.000000          0.000000         
3255.000000       0.000000          0.000000          0.000000         
3265.000000       0.000000          0.000000          0.000000         
3276.000000       0.000000          0.000000          0.000000         
3286.000000       0.000000          0.000000          0.000000         
3296.000000       0.000000          0.000000          0.000000         
3306.000000       0.000000          0.000000          0.000000         
3317.000000       0.000000          0.000000          0.000000         
3327.000000       0.000000          0.000000          0.000000         
3337.000000       0.000000          0.000000          0.000000         
3348.000000       0.000000          0.000000          0.000000         
3358.000000       0.000000          0.000000          0.000000         
3368.000000       0.000000          0.000000          0.000000         
3378.000000       0.000000          0.000000          0.000000         
3389.000000       0.000000          0.000000          0.000000         
3399.000000       0.000000          0.000000          0.000000         
3409.000000       0.000000          0.000000          0.000000         
3419.000000       0.000000          0.000000          0.000000         
3430.000000       0.000000          0.000000          0.000000         
3440.000000       0.000000          0.000000          0.000000         
3450.000000       0.000000          0.000000          0.000000         
3461.000000       0.000000          0.000000          0.000000         
3471.000000       0.000000          0.000000          0.000000         
3481.000000       0.000000          0.000000          0.000000         
3492.000000       0.000000          0.000000          0.000000         
3502.000000       0.000000          0.000000          0.000000         
3512.000000       0.000000          0.000000          0.000000         
3522.000000       0.000000          0.000000          0.000000         
3533.000000       0.000000          0.000000          0.000000         
3543.000000       0.000000          0.000000          0.000000         
3553.000000       0.000000          0.000000          0.000000         
3564.000000       0.000000          0.000000          0.000000         
3574.000000       0.000000          0.000000          0.000000         
3584.000000       0.000000          0.000000          0.000000         
3594.000000       0.000000          0.000000          0.000000         
3605.000000       0.000000          0.000000          0.000000         
3615.000000       0.000000          0.000000          0.000000         
3625.000000       0.000000          0.000000          0.000000         
3636.000000       0.000000          0.000000          0.000000         
3646.000000       0.000000          0.000000          0.000000         
3656.000000       0.000000          0.000000          0.000000         
3666.000000       0.000000          0.000000          0.000000         
3677.000000       0.000000          0.000000          0.000000         
3687.000000       0.000000          0.000000          0.000000         
3697.000000       0.000000          0.000000          0.000000         
3708.000000       0.000000          0.000000          0.000000         
3718.000000       0.000000          0.000000          0.000000         
3728.000000       0.000000          0.000000          0.000000         
3738.000000       0.000000          0.000000          0.000000         
3749.000000       0.000000          0.000000          0.000000         
3759.000000       0.000000          0.000000          0.000000         
3769.000000       0.000000          0.000000          0.000000         
3780.000000       0.000000          0.000000          0.000000         
3790.000000       0.000000          0.000000          0.000000         
3800.000000       0.000000          0.000000          0.000000         
3810.000000       0.000000          0.000000          0.000000         
3821.000000       0.000000          0.000000          0.000000         
3831.000000       0.000000          0.000000          0.000000         
3841.000000       0.000000          0.000000          0.000000         
3852.000000       0.000000          0.000000          0.000000         
3862.000000       0.000000          0.000000          0.000000         
3872.000000       0.000000          0.000000          0.000000         
3882.000000       0.000000          0.000000          0.000000         
3893.000000       0.000000          0.000000          0.000000         
3903.000000       0.000000          0.000000          0.000000         
3913.000000       0.000000          0.000000          0.000000         
3924.000000       0.000000          0.000000          0.000000         
3934.000000       0.000000          0.000000          0.000000         
3944.000000       0.000000          0.000000          0.000000         
3954.000000       0.000000          0.000000          0.000000         
3965.000000       0.000000          0.000000          0.000000         
3975.000000       0.000000          0.000000          0.000000         
3985.000000       0.000000          0.000000          0.000000         
3996.000000       0.000000          0.000000          0.000000         
4006.000000       0.000000          0.000000          0.000000         
4016.000000       0.000000          0.000000          0.000000         
4027.000000       0.000000          0.000000          0.000000         
4037.000000       0.000000          0.000000          0.000000         
4047.000000       0.000000          0.000000          0.000000         
4057.000000       0.000000          0.000000          0.000000         
4068.000000       0.000000          0.000000          0.000000         
4078.000000       0.000000          0.000000          0.000000         
4088.000000       0.000000          0.000000          0.000000         
4099.000000       0.000000          0.000000          0.000000         
4109.000000       0.000000          0.000000          0.000000         
4119.000000       0.000000          0.000000          0.000000         
4129.000000       0.000000          0.000000          0.000000         
4140.000000       0.000000          0.000000          0.000000         
4150.000000       0.000000          0.000000          0.000000         
4160.000000       0.000000          0.000000          0.000000         
4171.000000       0.000000          0.000000          0.000000         
4181.000000       0.000000          0.000000          0.000000         
4191.000000       0.000000          0.000000          0.000000         
4201.000000       0.000000          0.000000          0.000000         
4212.000000       0.000000          0.000000          0.000000         
4222.000000       0.000000          0.000000          0.000000         
4232.000000       0.000000          0.000000          0.000000         
4243.000000       0.000000          0.000000          0.000000         
4253.000000       0.000000          0.000000          0.000000         
4263.000000       0.000000          0.000000          0.000000         
4273.000000       0.000000          0.000000          0.000000         
4284.000000       0.000000          0.000000          0.000000         
4294.000000       0.000000          0.000000          0.000000         
4304.000000       0.000000          0.000000          0.000000         
4315.000000       0.000000          0.000000          0.000000         
4325.000000       0.000000          0.000000          0.000000         
4336.000000       0.000000          0.000000          0.000000         
4346.000000       0.000000          0.000000          0.000000         
4357.000000       0.000000          0.000000          0.000000         
4368.000000       0.000000          0.000000          0.000000         
4378.000000       0.000000          0.000000          0.000000         
4388.000000       0.000000          0.000000          0.000000         
4399.000000       0.000000          0.000000          0.000000         
4409.000000       0.000000          0.000000          0.000000         
4419.000000       0.000000          0.000000          0.000000         
4429.000000       0.000000          0.000000          0.000000         
4440.000000       0.000000          0.000000          0.000000         
4450.000000       0.000000          0.000000          0.000000         
4460.000000       0.000000          0.000000          0.000000         
4471.000000       0.000000          0.000000          0.000000         
4481.000000       0.000000          0.000000          0.000000         
4491.000000       0.000000          0.000000          0.000000         
4501.000000       0.000000          0.000000          0.000000         
4512.000000       0.000000          0.000000          0.000000         
4522.000000       0.000000          0.000000          0.000000         
4532.000000       0.000000          0.000000          0.000000         
4543.000000       0.000000          0.000000          0.000000         
4553.000000       0.000000          0.000000          0.000000         
4563.000000       0.000000          0.000000          0.000000         
4573.000000       0.000000          0.000000          0.000000         
4584.000000       0.000000          0.000000          0.000000         
4594.000000       0.000000          0.000000          0.000000         
4604.000000       0.000000          0.000000          0.000000         
4615.000000       0.000000          0.000000          0.000000         
4625.000000       0.000000          0.000000          0.000000         
4635.000000       0.000000          0.000000          0.000000         
4646.000000       0.000000          0.000000          0.000000         
4656.000000       0.000000          0.000000          0.000000         
4666.000000       0.000000          0.000000          0.000000         
4676.000000       0.000000          0.000000          0.000000         
4687.000000       0.000000          0.000000          0.000000         
4697.000000       0.000000          0.000000          0.000000         
4707.000000       0.000000          0.000000          0.000000         
4718.000000       0.000000          0.000000          0.000000         
4728.000000       0.000000          0.000000          0.000000         
4738.000000       0.000000          0.000000          0.000000         
4748.000000       0.000000          0.000000          0.000000         
4759.000000       0.000000          0.000000          0.000000         
4769.000000       0.000000          0.000000          0.000000         
4779.000000       0.000000          0.000000          0.000000         
4790.000000       0.000000          0.000000          0.000000         
4800.000000       0.000000          0.000000          0.000000         
4810.000000       0.000000          0.000000          0.000000         
4821.000000       0.000000          0.000000          0.000000         
4831.000000       0.000000          0.000000          0.000000         
4841.000000       0.000000          0.000000          0.000000         
4852.000000       0.000000          0.000000          0.000000         
4862.000000       0.000000          0.000000          0.000000         
4872.000000       0.000000          0.000000          0.000000         
4882.000000       0.000000          0.000000          0.000000         
4893.000000       0.000000          0.000000          0.000000         
4903.000000       0.000000          0.000000          0.000000         
4913.000000       0.000000          0.000000          0.000000         
4924.000000       0.000000          0.000000          0.000000         
4934.000000       0.000000          0.000000          0.000000         
4944.000000       0.000000          0.000000          0.000000         
4955.000000       0.000000          0.000000          0.000000         
4965.000000       0.000000          0.000000          0.000000         
4975.000000       0.000000          0.000000          0.000000         
4985.000000       0.000000          0.000000          0.000000         
4996.000000       0.000000          0.000000          0.000000         
5006.000000       0.000000          0.000000          0.000000         
5016.000000       0.000000          0.000000          0.000000         
5027.000000       0.000000          0.000000          0.000000         
5037.000000       0.000000          0.000000          0.000000         
5047.000000       0.000000          0.000000          0.000000         
5058.000000       0.000000          0.000000          0.000000         
5068.000000       0.000000          0.000000          0.000000         
5078.000000       0.000000          0.000000          0.000000         
5088.000000       0.000000          0.000000          0.000000         
5099.000000       0.000000          0.000000          0.000000         
5109.000000       0.000000          0.000000          0.000000         
5119.000000       0.000000          0.000000          0.000000         
5130.000000       0.000000          0.000000          0.000000         
5140.000000       0.000000          0.000000          0.000000         
5150.000000       0.000000          0.000000          0.000000         
5160.000000       0.000000          0.000000          0.000000         
5171.000000       0.000000          0.000000          0.000000         
5181.000000       0.000000          0.000000          0.000000         
5191.000000       0.000000          0.000000          0.000000         
5202.000000       0.000000          0.000000          0.000000         
5212.000000       0.000000          0.000000          0.000000         
5222.000000       0.000000          0.000000          0.000000         
5232.000000       0.000000          0.000000          0.000000         
5243.000000       0.000000          0.000000          0.000000         
5253.000000       0.000000          0.000000          0.000000         
5263.000000       0.000000          0.000000          0.000000         
5274.000000       0.000000          0.000000          0.000000         
5284.000000       0.000000          0.000000          0.000000         
5294.000000       0.000000          0.000000          0.000000         
5305.000000       0.000000          0.000000          0.000000         
5315.000000       0.000000          0.000000          0.000000         
5325.000000       0.000000          0.000000          0.000000         
5335.000000       0.000000          0.000000          0.000000         
5346.000000       0.000000          0.000000          0.000000         
5356.000000       0.000000          0.000000          0.000000         
5366.000000       0.000000          0.000000          0.000000         
5377.000000       0.000000          0.000000          0.000000         
5387.000000       0.000000          0.000000          0.000000         
5397.000000       0.000000          0.000000          0.000000         
5408.000000       0.000000          0.000000          0.000000         
5418.000000       0.000000          0.000000          0.000000         
5428.000000       0.000000          0.000000          0.000000         
5439.000000       0.000000          0.000000          0.000000         
5449.000000       0.000000          0.000000          0.000000         
5459.000000       0.000000          0.000000          0.000000         
5469.000000       0.000000          0.000000          0.000000         
5480.000000       0.000000          0.000000          0.000000         
5490.000000       0.000000          0.000000          0.000000         
5500.000000       0.000000          0.000000          0.000000         
5511.000000       0.000000          0.000000          0.000000         
5521.000000       0.000000          0.000000          0.000000         
5531.000000       0.000000          0.000000          0.000000         
5541.000000       0.000000          0.000000          0.000000         
5552.000000       0.000000          0.000000          0.000000         
5562.000000       0.000000          0.000000          0.000000         
5572.000000       0.000000          0.000000          0.000000         
5583.000000       0.000000          0.000000          0.000000         
5593.000000       0.000000          0.000000          0.000000         
5603.000000       0.000000          0.000000          0.000000         
5613.000000       0.000000          0.000000          0.000000         
5624.000000       0.000000          0.000000          0.000000         
5634.000000       0.000000          0.000000          0.000000         
5644.000000       0.000000          0.000000          0.000000         
5655.000000       0.000000          0.000000          0.000000         
5665.000000       0.000000          0.000000          0.000000         
5675.000000       0.000000          0.000000          0.000000         
5686.000000       0.000000          0.000000          0.000000         
5696.000000       0.000000          0.000000          0.000000         
5706.000000       0.000000          0.000000          0.000000         
5716.000000       0.000000          0.000000          0.000000         
5727.000000       0.000000          0.000000          0.000000         
5737.000000       0.000000          0.000000          0.000000         
5747.000000       0.000000          0.000000          0.000000         
5758.000000       0.000000          0.000000          0.000000         
5768.000000       0.000000          0.000000          0.000000         
5778.000000       0.000000          0.000000          0.000000         
5788.000000       0.000000          0.000000          0.000000         
5799.000000       0.000000          0.000000          0.000000         
5809.000000       0.000000          0.000000          0.000000         
5819.000000       0.000000          0.000000          0.000000         
5830.000000       0.000000          0.000000          0.000000         
5840.000000       0.000000          0.000000          0.000000         
5850.000000       0.000000          0.000000          0.000000         
5861.000000       0.000000          0.000000          0.000000         
5871.000000       0.000000          0.000000          0.000000         
5881.000000       0.000000          0.000000          0.000000         
5891.000000       0.000000          0.000000          0.000000         
5902.000000       0.000000          0.000000          0.000000         
5912.000000       0.000000          0.000000          0.000000         
5922.000000       0.000000          0.000000          0.000000         
5933.000000       0.000000          0.000000          0.000000         
5943.000000       0.000000          0.000000          0.000000         
5953.000000       0.000000          0.000000          0.000000         
5964.000000       0.000000          0.000000          0.000000         
5974.000000       0.000000          0.000000          0.000000         
5984.000000       0.000000          0.000000          0.000000         
5994.000000       0.000000          0.000000          0.000000         
6005.000000       0.000000          0.000000          0.000000         
6015.000000       0.000000          0.000000          0.000000         
6025.000000       0.000000          0.000000          0.000000         
6036.000000       0.000000          0.000000          0.000000         
6046.000000       0.000000          0.000000          0.000000         
6056.000000       0.000000          0.000000          0.000000         
6067.000000       0.000000          0.000000          0.000000         
6077.000000       0.000000          0.000000          0.000000         
6087.000000       0.000000          0.000000          0.000000         
6097.000000       0.000000          0.000000          0.000000         
6108.000000       0.000000          0.000000          0.000000         
6118.000000       0.000000          0.000000          0.000000         
6128.000000       0.000000          0.000000          0.000000         
6139.000000       0.000000          0.000000          0.000000         
6149.000000       0.000000          0.000000          0.000000         
6159.000000       0.000000          0.000000          0.000000         
6169.000000       0.000000          0.000000          0.000000         
6180.000000       0.000000          0.000000          0.000000         
6190.000000       0.000000          0.000000          0.000000         
6200.000000       0.000000          0.000000          0.000000         
6211.000000       0.000000          0.000000          0.000000         
6221.000000       0.000000          0.000000          0.000000         
6231.000000       0.000000          0.000000          0.000000         
6242.000000       0.000000          0.000000          0.000000         
6252.000000       0.000000          0.000000          0.000000         
6262.000000       0.000000          0.000000          0.000000         
6273.000000       0.000000          0.000000          0.000000         
6283.000000       0.000000          0.000000          0.000000         
6293.000000       0.000000          0.000000          0.000000         
6303.000000       0.000000          0.000000          0.000000         
6314.000000       0.000000          0.000000          0.000000         
6324.000000       0.000000          0.000000          0.000000         
6335.000000       0.000000          0.000000          0.000000         
6345.000000       0.000000          0.000000          0.000000         
6355.000000       0.000000          0.000000          0.000000         
6366.000000       0.000000          0.000000          0.000000         
6376.000000       0.000000          0.000000          0.000000         
6386.000000       0.000000          0.000000          0.000000         
6397.000000       0.000000          0.000000          0.000000         
6407.000000       0.000000          0.000000          0.000000         
6418.000000       0.000000          0.000000          0.000000         
6428.000000       0.000000          0.000000          0.000000         
6441.000000       0.000000          0.000000          0.000000         
6451.000000       0.000000          0.000000          0.000000         
6462.000000       0.000000          0.000000          0.000000         
6472.000000       0.000000          0.000000          0.000000         
6482.000000       0.000000          0.000000          0.000000         
6493.000000       0.000000          0.000000          0.000000         
6503.000000       0.000000          0.000000          0.000000         
6513.000000       0.000000          0.000000          0.000000         
6523.000000       0.000000          0.000000          0.000000         
6534.000000       0.000000          0.000000          0.000000         
6544.000000       0.000000          0.000000          0.000000         
6554.000000       0.000000          0.000000          0.000000         
6565.000000       0.000000          0.000000          0.000000         
6575.000000       0.000000          0.000000          0.000000         
6585.000000       0.000000          0.000000          0.000000         
6595.000000       0.000000          0.000000          0.000000         
